Relativzeit;Datum;Absolutzeit;Every cycle;CW_DEVICE_READY;CW_NO_READ;CW_GOOD_READ;CW_EXTERNAL_OUTPUT_1;CW_EXTERNAL_OUTPUT_2;CW_RESULT_1;CW_RESULT_2;CW_SYSTEM_READY;CW_EXTERNAL_INPUT_1;CW_EXTERNAL_INPUT_2;CW_SENSOR_1;CW_SENSOR_2;CW_RESERVED_02;CW_RESERVED_03;CW_TRIGGER_SENSOR_NO;CW_TRIGGER_SENSOR_NC;GOOD_READ;NO_READ;DEVICE_READY;SYSTEM_READY;ATR_DO_STATE;HEAD_01;HEAD_03;HEAD_04;HEAD_05;DATA_01;DATA_02;DATA_03;DATA_04;DATA_05;DATA_06;DATA_07;DATA_08;DATA_09;DATA_10;DATA_11;DATA_12;DATA_13;DATA_14;DATA_15;DATA_16;DATA_17;DATA_18;DATA_19;DATA_20;DATA_21;DATA_22;DATA_23;DATA_24;DATA_25;DATA_26;DATA_27;ATR.IN.HEADER.RESERVED_05;ATR.IN.HEADER.BUFFER_OVERRUN;ATR.IN.HEADER.RESERVED_04;ATR.IN.HEADER.RESERVED_03;ATR.IN.HEADER.PLCERROR;ATR.IN.HEADER.HEARTBEAT;ATR.IN.HEADER.RESERVED_02;ATR.IN.HEADER.RESERVED_01;ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B;ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B;ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B;ATR.IN.HEADER.RECIEVE_COUNT_B;BARCODE_AC[1];BARCODE_AC[2];BARCODE_AC[3];BARCODE_AC[4];BARCODE_AC[5];BARCODE_AC[6];BARCODE_AC[7];BARCODE_AC[8];BARCODE_AC[9];BARCODE_AC[10];BARCODE_AC[11];BARCODE_AC[12];Semicolon;B_BARCODE_AC[1];B_BARCODE_AC[2];B_BARCODE_AC[3];B_BARCODE_AC[4];B_BARCODE_AC[5];B_BARCODE_AC[6];B_BARCODE_AC[7];B_BARCODE_AC[8];B_BARCODE_AC[9];B_BARCODE_AC[10];B_BARCODE_AC[11];B_BARCODE_AC[12];TG_B.STATUS;xray_machine_ok;xray_ready;xray_power_on;Trigger;Fehler
959347;13.03.2020;10:34:35.347;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
959750;13.03.2020;10:34:35.750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
959783;13.03.2020;10:34:35.783;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
960715;13.03.2020;10:34:36.715;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
960747;13.03.2020;10:34:36.747;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
960781;13.03.2020;10:34:36.781;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
960847;13.03.2020;10:34:36.847;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;66;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;52;56;32;32;48;1;1;1;0;0
960890;13.03.2020;10:34:36.890;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
960923;13.03.2020;10:34:36.923;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
961781;13.03.2020;10:34:37.781;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
962773;13.03.2020;10:34:38.773;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
963755;13.03.2020;10:34:39.755;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
963793;13.03.2020;10:34:39.793;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
964775;13.03.2020;10:34:40.775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
965838;13.03.2020;10:34:41.838;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
965885;13.03.2020;10:34:41.885;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
966772;13.03.2020;10:34:42.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
966806;13.03.2020;10:34:42.806;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
967751;13.03.2020;10:34:43.751;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
967788;13.03.2020;10:34:43.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
968750;13.03.2020;10:34:44.750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
968788;13.03.2020;10:34:44.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
969788;13.03.2020;10:34:45.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
970743;13.03.2020;10:34:46.743;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
970781;13.03.2020;10:34:46.781;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
971754;13.03.2020;10:34:47.754;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
971787;13.03.2020;10:34:47.787;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
972749;13.03.2020;10:34:48.749;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
972782;13.03.2020;10:34:48.782;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
973767;13.03.2020;10:34:49.767;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
973799;13.03.2020;10:34:49.799;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
974747;13.03.2020;10:34:50.747;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
974781;13.03.2020;10:34:50.781;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
975771;13.03.2020;10:34:51.771;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
976764;13.03.2020;10:34:52.764;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
976797;13.03.2020;10:34:52.797;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
977773;13.03.2020;10:34:53.773;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
978766;13.03.2020;10:34:54.766;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
978800;13.03.2020;10:34:54.800;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
979770;13.03.2020;10:34:55.770;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
980755;13.03.2020;10:34:56.755;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
980788;13.03.2020;10:34:56.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
981770;13.03.2020;10:34:57.770;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
982762;13.03.2020;10:34:58.762;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
982794;13.03.2020;10:34:58.794;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
983751;13.03.2020;10:34:59.751;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
983793;13.03.2020;10:34:59.793;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
984773;13.03.2020;10:35:00.773;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
984805;13.03.2020;10:35:00.805;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
985752;13.03.2020;10:35:01.752;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
985790;13.03.2020;10:35:01.790;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
986786;13.03.2020;10:35:02.786;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
987775;13.03.2020;10:35:03.775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
988766;13.03.2020;10:35:04.766;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
988798;13.03.2020;10:35:04.798;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
989772;13.03.2020;10:35:05.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;0;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
990779;13.03.2020;10:35:06.779;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
990846;13.03.2020;10:35:06.846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
990887;13.03.2020;10:35:06.887;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
991474;13.03.2020;10:35:07.474;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
991621;13.03.2020;10:35:07.621;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12;0;26;0;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;0;0;0;0;0;1;1;0;0;0;26;0;67;63;63;63;63;63;63;63;63;63;63;32;32;59;48;53;57;48;49;50;51;53;50;53;32;32;48;1;1;1;0;0
