Relativzeit;Datum;Absolutzeit;MACHINE_OK_XB1.190_XR;CODE_REQ_XB1.190_XR;XRAY_READY_XB1.190_XR;SPEED_OK_XB1.190_XR;SPARE_I80.4_XB1.190_XR;POWER_ON_XB1.190_XR;REPAIR_SWITCH_XB1.190_XR;SERVICE_MODE_XB1.190_XR;TRANSIT_MODE_XB1.190_XR;NO_SCAN_ACT_XB1.190_XR;LS3_XB1.190_XR;SPARE_I81.3_XB1.190_XR;ES_RESET_XB1.190_XR;SPARE_I81.5_XB1.190_XR;SPARE_I81.6_XB1.190_XR;SPARE_I81.7_XB1.190_XR;LS0_XB1.190_XR;LS1_XB1.190_XR;SPARE_I82.2_XB1.190_XR;SPARE_I82.3_XB1.190_XR;LS4_XB1.190_XR;SPARE_I82.5_XB1.190_XR;SPARE_I82.6_XB1.190_XR;XB1.190_ESB11-15;IB 512;IB 513;IB 514;IB 515;IB 516;IB 517;IB 518;IB 519;IB 520;IB 521;IB 522;IB 523;IB 524;IB 527;IB 530;QB 512;QB 514;QB 515;QB 516;RCV_BUFFER.SCR_RES.ID_AC[1];RCV_BUFFER.SCR_RES.ID_AC[2];RCV_BUFFER.SCR_RES.ID_AC[3];RCV_BUFFER.SCR_RES.ID_AC[4];RCV_BUFFER.SCR_RES.ID_AC[5];RCV_BUFFER.SCR_RES.ID_AC[6];RCV_BUFFER.SCR_RES.ID_AC[7];RCV_BUFFER.SCR_RES.ID_AC[8];RCV_BUFFER.SCR_RES.ID_AC[9];RCV_BUFFER.SCR_RES.ID_AC[10];RCV_BUFFER.SCR_RES.ID_AC[11];RCV_BUFFER.SCR_RES.ID_AC[12];RCV_BUFFER.SCR_RES.HIGH_RISK_C;RCV_BUFFER.SCR_RES.SPARE_1_C;RCV_BUFFER.SCR_RES.RESULT_AC[1];RCV_BUFFER.SCR_RES.RESULT_AC[2];RCV_BUFFER.SCR_RES.RESULT_AC[3];RCV_BUFFER.SCR_RES.RESULT_AC[4];IB 532;DI_RCV.State;DI_RCV.InSequence;DI_RCV.OutRequest;DI_RCV.OutSequence;DI_RCV.InBuffer[1];DI_RCV.InBuffer[2];DI_RCV.InBuffer[3];DI_RCV.InBuffer[0];DI_RCV.InRequest;DI_RCV.RecieveLength;DI_RCV.CurrentLength;DI_SND.State;DI_SND.InBuffer0;DI_SND.InBuffer1;DI_SND.InBuffer2;DI_SND.InBuffer3;DI_SND.OutBuffer0;DI_SND.OutBuffer1;DI_SND.OutBuffer2;DI_SND.OutBuffer3;DI_RCV.Rack;DI_RCV.Slot;DI_RCV.SubAddr;DI_SND.InRequest;DI_SND.InSequence;DI_SND.OutRequest;DI_SND.OutSequence;DI_SND.RemainingLength;DI_SND.CurrentLength;DI_SND.LastSegmentLength;DI_SND.Rack;DI_SND.Slot;DI_SND.SubAddr;Trigger;Fehler
1875547;06.04.2020;13:16:37.547;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;0;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1875594;06.04.2020;13:16:37.594;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1877442;06.04.2020;13:16:39.442;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1878137;06.04.2020;13:16:40.137;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;33;0;18;48;49;56;48;51;50;53;57;56;56;72;82;32;0;0;0;48;49;56;48;51;50;53;57;56;56;32;32;72;32;49;82;50;82;82;4;1;32;1;0;18;48;33;32;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1878172;06.04.2020;13:16:40.172;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1884090;06.04.2020;13:16:46.090;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1893925;06.04.2020;13:16:55.925;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1894028;06.04.2020;13:16:56.028;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1894761;06.04.2020;13:16:56.761;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1894863;06.04.2020;13:16:56.863;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1894967;06.04.2020;13:16:56.967;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1895071;06.04.2020;13:16:57.071;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1895208;06.04.2020;13:16:57.208;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1895305;06.04.2020;13:16:57.305;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1896041;06.04.2020;13:16:58.041;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;0;0;1;0;14;14;14;0;0;0;0;0
1896077;06.04.2020;13:16:58.077;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;53;57;56;56;72;82;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;18;18;2;0;0;0;48;16;0;14;48;0;0;0;0;0;16;0;14;14;14;0;0;0;0;0
1896110;06.04.2020;13:16:58.110;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;0;49;56;48;51;50;53;57;56;56;72;82;17;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;1;32;0;0;0;0;16;16;18;18;4;16;0;0;0;17;0;14;48;0;0;0;16;1;16;1;0;14;14;0;0;0;0;0
1896144;06.04.2020;13:16:58.144;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;49;56;48;51;50;53;57;56;56;72;82;17;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;1;32;0;0;0;0;17;16;18;18;5;17;0;0;0;17;0;14;48;0;0;0;16;1;16;1;0;14;14;0;0;0;0;0
1896179;06.04.2020;13:16:58.179;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;113;0;0;0;49;56;48;51;50;53;57;56;56;72;82;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;0;113;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1896212;06.04.2020;13:16:58.212;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;53;57;56;56;72;82;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1896645;06.04.2020;13:16:58.645;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;53;57;56;56;72;82;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1900537;06.04.2020;13:17:02.537;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;53;57;56;56;72;82;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1901823;06.04.2020;13:17:03.823;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;53;57;56;56;72;82;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1902567;06.04.2020;13:17:04.567;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;33;0;16;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;48;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;4;0;32;0;0;16;48;33;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1902601;06.04.2020;13:17:04.601;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1902676;06.04.2020;13:17:04.676;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1902889;06.04.2020;13:17:04.889;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1903747;06.04.2020;13:17:05.747;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1903818;06.04.2020;13:17:05.818;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1903923;06.04.2020;13:17:05.923;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1904025;06.04.2020;13:17:06.025;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1904127;06.04.2020;13:17:06.127;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;82;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1908139;06.04.2020;13:17:10.139;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;18;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;48;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;4;0;32;1;0;18;48;33;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1908173;06.04.2020;13:17:10.173;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1913848;06.04.2020;13:17:15.848;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1913917;06.04.2020;13:17:15.917;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1914778;06.04.2020;13:17:16.778;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1915186;06.04.2020;13:17:17.186;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1915848;06.04.2020;13:17:17.848;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;0;0;1;0;14;14;14;0;0;0;0;0
1915882;06.04.2020;13:17:17.882;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;53;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;18;18;1;0;0;0;48;0;0;14;48;0;0;0;0;0;16;0;14;14;14;0;0;0;0;0
1915916;06.04.2020;13:17:17.916;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;16;0;0;0;49;56;48;51;50;54;48;48;53;72;65;17;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;1;32;0;0;0;0;16;16;18;18;4;16;0;0;0;17;0;14;48;0;0;0;16;1;16;1;0;14;14;0;0;0;0;0
1915949;06.04.2020;13:17:17.949;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;17;0;0;0;49;56;48;51;50;54;48;48;53;72;65;17;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;1;32;0;0;0;0;17;112;18;18;5;17;0;0;0;17;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1915983;06.04.2020;13:17:17.983;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1916218;06.04.2020;13:17:18.218;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1920363;06.04.2020;13:17:22.363;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1921401;06.04.2020;13:17:23.401;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1921434;06.04.2020;13:17:23.434;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1921486;06.04.2020;13:17:23.486;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1922201;06.04.2020;13:17:24.201;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1922734;06.04.2020;13:17:24.734;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;0;0;0;18;18;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1923507;06.04.2020;13:17:25.507;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;49;56;48;51;50;54;48;48;53;72;65;0;14;48;49;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;2;0;32;1;0;1;0;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1923543;06.04.2020;13:17:25.543;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;33;0;16;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;0;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1923590;06.04.2020;13:17:25.590;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1923661;06.04.2020;13:17:25.661;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1924667;06.04.2020;13:17:26.667;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1924766;06.04.2020;13:17:26.766;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1926009;06.04.2020;13:17:28.009;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1926143;06.04.2020;13:17:28.143;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;0;113;0;0;0;0;0;14;48;0;0;0;112;1;0;0;0;14;14;0;0;0;0;0
1926710;06.04.2020;13:17:28.710;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;48;49;56;48;51;50;54;48;48;52;72;65;33;0;0;0;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;65;1;0;32;0;0;0;48;0;0;16;16;1;0;0;0;48;0;0;14;48;0;0;0;0;0;2;0;14;14;14;0;0;0;0;0
