Relativzeit;Datum;Absolutzeit;Every cycle;CW_DEVICE_READY;CW_NO_READ;CW_GOOD_READ;CW_EXTERNAL_OUTPUT_1;CW_EXTERNAL_OUTPUT_2;CW_RESULT_1;CW_RESULT_2;CW_SYSTEM_READY;CW_EXTERNAL_INPUT_1;CW_EXTERNAL_INPUT_2;CW_SENSOR_1;CW_SENSOR_2;CW_RESERVED_02;CW_RESERVED_03;CW_TRIGGER_SENSOR_NO;CW_TRIGGER_SENSOR_NC;GOOD_READ;NO_READ;DEVICE_READY;SYSTEM_READY;ATR_DO_STATE;HEAD_01;HEAD_03;HEAD_04;HEAD_05;DATA_01;DATA_02;DATA_03;DATA_04;DATA_05;DATA_06;DATA_07;DATA_08;DATA_09;DATA_10;DATA_11;DATA_12;DATA_13;DATA_14;DATA_15;DATA_16;DATA_17;DATA_18;DATA_19;DATA_20;DATA_21;DATA_22;DATA_23;DATA_24;DATA_25;DATA_26;DATA_27;ATR.IN.HEADER.RESERVED_05;ATR.IN.HEADER.BUFFER_OVERRUN;ATR.IN.HEADER.RESERVED_04;ATR.IN.HEADER.RESERVED_03;ATR.IN.HEADER.PLCERROR;ATR.IN.HEADER.HEARTBEAT;ATR.IN.HEADER.RESERVED_02;ATR.IN.HEADER.RESERVED_01;ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B;ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B;ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B;ATR.IN.HEADER.RECIEVE_COUNT_B;BARCODE_AC[1];BARCODE_AC[2];BARCODE_AC[3];BARCODE_AC[4];BARCODE_AC[5];BARCODE_AC[6];BARCODE_AC[7];BARCODE_AC[8];BARCODE_AC[9];BARCODE_AC[10];BARCODE_AC[11];BARCODE_AC[12];Semicolon;??? - DB 413DBB 115;??? - DB 413DBB 101;B_BARCODE_AC[1];B_BARCODE_AC[2];B_BARCODE_AC[3];B_BARCODE_AC[4];B_BARCODE_AC[5];B_BARCODE_AC[6];B_BARCODE_AC[7];B_BARCODE_AC[8];B_BARCODE_AC[9];B_BARCODE_AC[10];B_BARCODE_AC[11];B_BARCODE_AC[12];TG_B.STATUS;xray_machine_ok;xray_ready;xray_power_on;Trigger;Fehler
935768;13.03.2020;09:36:35.768;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
936754;13.03.2020;09:36:36.754;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
936789;13.03.2020;09:36:36.789;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
937768;13.03.2020;09:36:37.768;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;0;1;0;0
938250;13.03.2020;09:36:38.250;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
938769;13.03.2020;09:36:38.769;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;0;1;0;0
939243;13.03.2020;09:36:39.243;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
939751;13.03.2020;09:36:39.751;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
940767;13.03.2020;09:36:40.767;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
941754;13.03.2020;09:36:41.754;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
942765;13.03.2020;09:36:42.765;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
943771;13.03.2020;09:36:43.771;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
944743;13.03.2020;09:36:44.743;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
944782;13.03.2020;09:36:44.782;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
945760;13.03.2020;09:36:45.760;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
946758;13.03.2020;09:36:46.758;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
947741;13.03.2020;09:36:47.741;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
947775;13.03.2020;09:36:47.775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
948742;13.03.2020;09:36:48.742;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
948775;13.03.2020;09:36:48.775;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
949770;13.03.2020;09:36:49.770;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
950743;13.03.2020;09:36:50.743;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
950776;13.03.2020;09:36:50.776;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
951768;13.03.2020;09:36:51.768;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
952749;13.03.2020;09:36:52.749;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
952783;13.03.2020;09:36:52.783;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
953750;13.03.2020;09:36:53.750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
953783;13.03.2020;09:36:53.783;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
954732;13.03.2020;09:36:54.732;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
954772;13.03.2020;09:36:54.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
955756;13.03.2020;09:36:55.756;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
955788;13.03.2020;09:36:55.788;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
956739;13.03.2020;09:36:56.739;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
956776;13.03.2020;09:36:56.776;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
957764;13.03.2020;09:36:57.764;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
958738;13.03.2020;09:36:58.738;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
958771;13.03.2020;09:36:58.771;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;196;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
959622;13.03.2020;09:36:59.622;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
959758;13.03.2020;09:36:59.758;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
960772;13.03.2020;09:37:00.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
961772;13.03.2020;09:37:01.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
962738;13.03.2020;09:37:02.738;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
962773;13.03.2020;09:37:02.773;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
963738;13.03.2020;09:37:03.738;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
963770;13.03.2020;09:37:03.770;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
964747;13.03.2020;09:37:04.747;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
964785;13.03.2020;09:37:04.785;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
965756;13.03.2020;09:37:05.756;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
966754;13.03.2020;09:37:06.754;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
966787;13.03.2020;09:37:06.787;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
967755;13.03.2020;09:37:07.755;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
967789;13.03.2020;09:37:07.789;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
968738;13.03.2020;09:37:08.738;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
968772;13.03.2020;09:37:08.772;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
969768;13.03.2020;09:37:09.768;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
970756;13.03.2020;09:37:10.756;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
971741;13.03.2020;09:37:11.741;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
971774;13.03.2020;09:37:11.774;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
972744;13.03.2020;09:37:12.744;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
972778;13.03.2020;09:37:12.778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;197;63;63;63;63;63;63;63;63;63;63;32;32;59;0;0;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
